Days	Within-host profile.Actual cases[a]	Within-host profile.Actual cases[b]	Within-host profile.Actual cases[c]	Within-host profile.Attack rate	Within-host profile.Attack rate by age[a]	Within-host profile.Attack rate by age[c]	Within-host profile.Attack rate by age[b]	Vaccines.Vaccination capacity	Tracing.Contact tracing capacity	Testing.Testing capacity	Mobility.Mobility index	Testing.Confirmed cases[a]	Testing.Confirmed cases[b]	Testing.Confirmed cases[c]	Within-host profile.Total cases[a]	Within-host profile.Total cases[b]	Within-host profile.Total cases[c]	Hospital.total in hospital[a]	Hospital.total in hospital[b]	Hospital.total in hospital[c]	Hospital.hospital admisions[a]	Hospital.hospital admisions[b]	Hospital.hospital admisions[c]	Hospital.hospital discharges[a]	Hospital.hospital discharges[b]	Hospital.hospital discharges[c]	Hospital.deaths in hospital[a]	Hospital.deaths in hospital[b]	Hospital.deaths in hospital[c]	Hospital Resources.Beds	Hospital Resources.occupied ward beds	Hospital.physical ward beds available	Hospital.expected beds freed	Hospital.Patients Waiting for Ward Bed[a]	Hospital.Patients Waiting for Ward Bed[b]	Hospital.Patients Waiting for Ward Bed[c]	Hospital.In Ward Overflow[a]	Hospital.In Ward Overflow[b]	Hospital.In Ward Overflow[c]	Hospital.physical ward beds needed	Hospital.physical ward beds gap	Hospital Resources.max available nurses	Hospital Resources.absent nurses	Hospital Resources.nurses at work	Hospital Resources.occupied nurses	Hospital Resources.available nurses	Hospital Resources.expected nurses freed	Hospital Resources.total nurses needed for incoming patients	Hospital Resources.nurses gap	Hospital Resources.extra staff needed for overflow patients	Hospital Resources.staffed ward beds available	Hospital Resources.staffed ward beds needed	Hospital Resources.staffed ward beds gap	Hospital Resources.ICU Beds	Hospital Resources.occupied ICU beds	Hospital.physical ICU beds available	Hospital.expected ICU beds freed	Hospital.Patients Waiting for ICU[a]	Hospital.Patients Waiting for ICU[b]	Hospital.Patients Waiting for ICU[c]	Hospital.In ICU Overflow[a]	Hospital.In ICU Overflow[b]	Hospital.In ICU Overflow[c]	Hospital.physical ICU beds needed	Hospital.physical ICU beds gap	Hospital Resources.max available ICU nurses	Hospital Resources.absent ICU nurses	Hospital Resources.ICU Nurses at work	Hospital Resources.occupied ICU nurses	Hospital Resources.available ICU nurses	Hospital Resources.expected ICU nurses freed	Hospital Resources.total ICU nurses needed for incoming patients	Hospital Resources.ICU nurses gap	Hospital Resources.max available physicians	Hospital Resources.absent physicians	Hospital Resources.physicians at work	Ventilators.ventilators in stock	Ventilators.ventilators in use	Ventilators.ventilators available	Ventilators.expected ventilators freed	Ventilators.ventilators needed for incoming ICU patients	Ventilators.gap in ventilators	Hospital Resources.staffed equipped ICU beds available	Hospital Resources.staffed equipped ICU beds needed	Hospital Resources.staffed equipped ICU beds gap	PPE.PPE	PPE.PPE needed	PPE.PPE gap	PPE.total PPE used	PPE.interrupted PPE supply	Hospital.In morgues	Hospital.In temporary morgues	Hospital.Antivirals administered[a]	Hospital.Antivirals administered[b]	Hospital.Antivirals administered[c]	Hospital.Previous vaccines administered[a]	Hospital.Previous vaccines administered[b]	Hospital.Previous vaccines administered[c]	Hospital.Total needed ICU[a]	Hospital.Total needed ICU[b]	Hospital.Total needed ICU[c]	Hospital.Total ICU admissions[a]	Hospital.Total ICU admissions[b]	Hospital.Total ICU admissions[c]	Hospital.Total needed Ward Bed[a]	Hospital.Total needed Ward Bed[b]	Hospital.Total needed Ward Bed[c]	Hospital.Total Ward admissions[a]	Hospital.Total Ward admissions[b]	Hospital.Total Ward admissions[c]	Hospital.Potential deaths due to lack of ICU[a]	Hospital.Potential deaths due to lack of ICU[b]	Hospital.Potential deaths due to lack of ICU[c]	Hospital.total deaths[a]	Hospital.total deaths[b]	Hospital.total deaths[c]	Hospital.Total Admissions[a]	Hospital.Total Admissions[b]	Hospital.Total Admissions[c]	Hospital Resources.total initial ward bed capacity	Hospital Resources.initial pandemic ward bed capacity	Hospital Resources.total initial ICU bed capacity	Hospital Resources.initial pandemic ICU bed capacity	Hospital Resources.stress code	Hospital.peak ICU demand	Hospital.peak demand ICU beds	Hospital.peak demand ICU nurses	Hospital.peak demand ventilators	Hospital.peak ward demand	Hospital.peak demand ward beds	Hospital.peak demand nurses	Hospital.peak demand PPE	Hospital Resources.activate surge strategy 1	Hospital Resources.activate surge strategy 2	PPE.activate surge strategy 3	Hospital Resources.activate surge strategy 4	Hospital.ICU admissions[a]	Hospital.ICU admissions[b]	Hospital.ICU admissions[c]	Hospital.ICU discharges[a]	Hospital.ICU discharges[b]	Hospital.ICU discharges[c]	Hospital.ward admissions[a]	Hospital.ward admissions[b]	Hospital.ward admissions[c]	Hospital.moving to ward overflow[a]	Hospital.moving to ward overflow[b]	Hospital.moving to ward overflow[c]	Hospital.moving to ICU overflow[a]	Hospital.moving to ICU overflow[b]	Hospital.moving to ICU overflow[c]	Hospital.at risk of dying from lack of ICU[a]	Hospital.at risk of dying from lack of ICU[b]	Hospital.at risk of dying from lack of ICU[c]	Hospital.deaths in ICU[a]	Hospital.deaths in ICU[b]	Hospital.deaths in ICU[c]	Hospital.deceased moved to morgue	Hospital.deceased moved to temporary morgues	Hospital Resources.pandemic ward demand factor	Hospital Resources.pandemic ICU demand factor	Hospital Resources.peak ward demand factor	Hospital Resources.peak ICU demand factor
138	0.459126744506	0.69113008021	2.21133885981	0.845210470212	0.914461740255	0.756779603705	0.918615032194	0	0	0	1	0	0	0	18622973.104	23828227.2301	28363867.2155	30.0672038533	1540.67098147	6263.90909651	0.12237291612	0.417253475285	0.363346809748	5.36027653053	71.2097871804	408.626363275	1.6821431726e-23	67.6714614939	33.3758963962	251351.835	5339.07923744	246012.755763	795.962826172	0.192101958942	0.633768306337	0.560568128919	1.09432854671	25.6171070862	681.720655622	709.818529649	0	209459.8625	0.0456183483641	209459.816882	1067.81584749	208392.001034	159.192565234	141.96370593	0	141.686418251	246012.755763	709.818529649	0	13824.350925	1740.00218621	12084.3487388	268.435750881	0.0019404238281	20.5727059583	25.1726821583	2.10267896575e-23	5.80678634865e-12	8.33910020368e-15	45.7473285404	0	5027.0367	0.00109484036074	5027.03560516	870.001093105	4157.03451205	134.21787544	22.8736642702	0	100540.734	0.087587228859	100540.646413	12567.59175	974.401224278	11593.1905257	150.324020493	25.6185039826	0	8314.06902411	45.7473285404	0	4004452.07166	10513.271554	0	21003935.9172	0	425.43645294	15.5009454283	0	0	0	0	0	0	4067.25037391	283342.108507	29473.301832	3421.70730093	52393.7658497	13148.5828382	406079.102677	1171059.35296	404281.711217	318188.775488	671379.847114	315517.591007	645.541132551	230927.769951	16299.5463117	645.541132551	294382.294216	24749.1264876	406725.191492	1200940.78974	405034.394951	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.0019404238281	20.5727059583	25.1726821583	0.0783281105264	35.6169828661	43.4403384741	0.192101958942	0.633768306337	0.560568128919	0	0	0	0	0	0	1.6821431726e-23	5.51644703122e-12	7.17162617517e-15	0	65.2978019213	29.618412596	109.501614137	0	0.0105834527158	0.118064523086	1.08935899327	4.54151880095
139	0.373105651968	0.561677528024	1.79722977129	0.845210506565	0.914461760681	0.756779657164	0.918615056335	0	0	0	1	0	0	0	18622973.52	23828227.8563	28363869.2191	25.2717886773	1408.25655064	5837.21550009	0.0995280005083	0.33962994106	0.296283288836	4.50762054594	64.5727301988	380.261047874	6.09028832925e-24	62.1382750322	31.3662356362	251351.835	4959.56496854	246392.270031	734.279985999	0.156257209165	0.515966666648	0.457296799648	0.911926668184	21.784178508	629.259985863	653.085611714	0	209459.8625	0.0370770202305	209459.825423	991.912993709	208467.912429	146.8559972	130.617122343	0	130.391218208	246392.270031	653.085611714	0	13824.350925	1616.03236666	12208.3185583	250.122665227	0.00157835564828	18.6372777647	23.4220363718	7.61286041157e-24	2.10237771111e-12	3.01921533638e-15	42.0608924922	0	5027.0367	0.000889848485531	5027.03581015	808.016183328	4219.01962682	125.061332613	21.0304462461	0	100540.734	0.0711878788425	100540.662812	12567.59175	904.978125327	11662.6136247	140.068692527	23.5540997956	0	8438.03925365	42.0608924922	0	4004139.18378	9757.88372813	0	21014078.5502	0	394.22665578	12.6831380796	0	0	0	0	0	0	4067.25177067	283359.791144	29495.8652242	3421.70905977	52413.3839149	13172.8968762	406079.312316	1171094.00379	404324.302946	318189.020971	671414.615743	315560.286007	645.541132551	230927.769951	16299.5463117	645.541132551	294447.247658	24781.5193622	406725.302407	1200941.16806	405034.72468	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.00157835564828	18.6372777647	23.4220363718	0.0644080219635	32.719554923	40.8753874062	0.156257209165	0.515966666648	0.457296799648	0	0	0	0	0	0	6.09028832925e-24	1.99725882555e-12	2.59652518929e-15	0	59.9858506922	27.8695823224	101.347120946	0	0.00983279548455	0.108559165538	1.08935899327	4.54151880095
140	0.303203657223	0.45647308671	1.46066580324	0.845210536109	0.91446177728	0.756779700611	0.918615075954	0	0	0	1	0	0	0	18622973.858	23828228.3652	28363870.8475	21.2358516681	1287.38342723	5439.78653098	0.0809447418525	0.276427835021	0.241561359045	3.78957785871	58.5944495174	353.891606649	2.2050211027e-24	57.0432991029	29.4690692704	251351.835	4608.0320161	246743.802984	677.726536844	0.127095110022	0.420028212992	0.372986926844	0.759927400819	18.5247472196	580.836338964	601.041123834	0	209459.8625	0.030134743329	209459.832365	921.60640322	208538.225962	135.545307369	120.208224767	0	120.024202717	246743.802984	601.041123834	0	13824.350925	1500.63990742	12323.7110176	232.940413664	0.00128378899018	16.896518719	21.7949600084	2.75627637838e-24	7.61176970322e-13	1.09312288194e-15	38.6927625164	0	5027.0367	0.000723233839895	5027.03597677	750.319953712	4276.71602305	116.470206832	19.3463812582	0	100540.734	0.0578587071916	100540.676141	12567.59175	840.358348157	11727.2334018	130.446631652	21.6679470092	0	8553.43204611	38.6927625164	0	4003844.62182	9057.40481478	0	21023492.7409	0	365.199446999	10.3775600197	0	0	0	0	0	0	4067.25290672	283375.829204	29516.8621616	3421.71049038	52431.1627347	13195.5208899	406079.483462	1171125.78359	404364.322294	318189.221279	671446.491483	315600.389665	645.541132551	230927.769951	16299.5463117	645.541132551	294506.88295	24811.9575181	406725.392615	1200941.476	405034.993531	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.00128378899018	16.896518719	21.7949600084	0.0529589092406	30.0491731558	38.4485105797	0.127095110022	0.420028212992	0.372986926844	0	0	0	0	0	0	2.2050211027e-24	7.23118121806e-13	9.40085678469e-16	0	55.0901507857	26.2148935771	93.7842673943	0	0.00913727885501	0.0998299317476	1.08935899327	4.54151880095
141	0.246399662326	0.37097453271	1.18712695143	0.84521056012	0.914461790769	0.756779735923	0.918615091898	0	0	0	1	0	0	0	18622974.1327	23828228.7788	28363872.171	17.8401352252	1177.02203206	5069.60043053	0.0658288647253	0.224972176432	0.196917987266	3.18509209949	53.2039793803	329.375444885	7.98339553155e-25	52.3541593389	27.6790304847	251351.835	4282.2971198	247069.53788	625.838877678	0.103371137445	0.341902777166	0.304171362758	0.633263259716	15.7530043845	536.139052603	553.274765525	0	209459.8625	0.0244922009217	209459.838008	856.459423961	208603.378584	125.167775536	110.654953105	0	110.505064049	247069.53788	553.274765525	0	13824.350925	1393.2779765	12431.0729485	216.83781373	0.0010441529035	15.3291181003	20.2825737298	9.97924441444e-25	2.75588148165e-13	3.95770921214e-16	35.612735983	0	5027.0367	0.000587812822121	5027.03611219	696.638988252	4330.39712394	108.418906865	17.8063679915	0	100540.734	0.0470250257697	100540.686975	12567.59175	780.235666842	11787.3560832	121.429175689	19.9431321505	0	8660.79424787	35.612735983	0	4003566.49204	8407.79866654	0	21032231.4174	0	338.221147308	8.49109670556	0	0	0	0	0	0	4067.25383069	283390.385497	29536.4029772	3421.71165398	52447.2864285	13216.5740918	406079.623179	1171154.92719	404401.918207	318189.38472	671475.713206	315638.054393	645.541132551	230927.769951	16299.5463117	645.541132551	294561.622455	24840.5508383	406725.465978	1200941.72662	405035.212712	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.0010441529035	15.3291181003	20.2825737298	0.0435426775348	27.5894691052	36.1537597837	0.103371137445	0.341902777166	0.304171362758	0	0	0	0	0	0	7.98339553155e-25	2.61808740757e-13	3.40362992244e-16	0	50.5806933595	24.6502907616	86.7731603295	0	0.00849262409442	0.0918132412126	1.08935899327	4.54151880095
142	0.200238954466	0.301490569168	0.964811783718	0.845210579634	0.914461801732	0.756779764621	0.918615104856	0	0	0	1	0	0	0	18622974.3559	23828229.1149	28363873.2466	14.983910319	1076.23796343	4724.77569692	0.0535339575081	0.183083179391	0.160503268558	2.67636270175	48.3387087088	306.580287168	2.89043057842e-25	48.0404814631	25.990899308	251351.835	3980.36176421	247371.473236	578.198675984	0.0840722189653	0.278288790563	0.2480137106	0.527711404634	13.3959802094	494.881370953	509.415437287	0	209459.8625	0.019906091206	209459.842594	796.072352841	208663.770241	115.639735197	101.883087457	0	101.761012513	247371.473236	509.415437287	0	13824.350925	1293.42655663	12530.9243684	201.762919054	0.00084921433299	13.9163151786	18.8766481475	3.61303822303e-25	9.97781466995e-14	1.43290955359e-16	32.7938125404	0	5027.0367	0.000477746188945	5027.03622225	646.713278314	4380.32294394	100.881459527	16.3969062702	0	100540.734	0.0382196951156	100540.69578	12567.59175	724.318871711	11843.2728783	112.98723467	18.3645350226	0	8760.64588788	32.7938125404	0	4003304.64385	7805.32812441	0	21040343.6184	0	313.163005296	6.9475602286	0	0	0	0	0	0	4067.25458213	283403.605336	29554.5900934	3421.71260037	52461.9190697	13236.1671336	406079.737237	1171181.65056	404437.231194	318189.518077	671502.500194	315673.423538	645.541132551	230927.769951	16299.5463117	645.541132551	294611.857132	24867.4039095	406725.52564	1200941.93059	405035.391374	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.00084921433299	13.9163151786	18.8766481475	0.0357988052209	25.325013367	33.9852630049	0.0840722189653	0.278288790563	0.2480137106	0	0	0	0	0	0	2.89043057842e-25	9.47892393646e-14	1.23230221609e-16	0	46.4291911728	23.1717702306	80.2760585107	0	0.00789491226953	0.0844506334787	1.08935899327	4.54151880095
143	0.16272698014	0.245021398596	0.784128505579	0.845210595494	0.91446181064	0.756779787945	0.918615115387	0	0	0	1	0	0	0	18622974.5374	23828229.3881	28363874.1208	12.5821362494	984.182758909	4403.56144832	0.0435339863832	0.148984803585	0.130805421259	2.24834885588	43.9433176087	285.383431086	1.04649567915e-25	44.0738377446	24.399613604	251351.835	3700.39489328	247651.440107	534.428239312	0.0683737654379	0.226495304925	0.202194305174	0.439752855243	11.3916229178	456.798605003	469.127044151	0	209459.8625	0.016178647779	209459.846321	740.078978655	208719.767343	106.885647862	93.8254088303	0	93.7259961552	247651.440107	469.127044151	0	13824.350925	1200.59258962	12623.7583354	187.663680069	0.000690644095335	12.6415701378	17.5695556543	1.30811959893e-25	3.61252057648e-14	5.18792482904e-17	30.2118164362	0	5027.0367	0.000388287546696	5027.03631171	600.296294808	4426.7400169	93.8318400346	15.1059082181	0	100540.734	0.0310630037357	100540.702937	12567.59175	672.331850185	11895.2598998	105.091660839	16.9186172042	0	8853.48003381	30.2118164362	0	4003059.80014	7246.53295256	0	21047874.7812	0	289.901626526	5.68461234206	0	0	0	0	0	0	4067.25519324	283415.618593	29571.5186006	3421.71337005	52475.2070721	13254.4027332	406079.830348	1171206.15233	404470.393882	318189.626886	671527.053758	315706.632046	645.541132551	230927.769951	16299.5463117	645.541132551	294657.948512	24892.6161736	406725.574159	1200942.09657	405035.536988	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.000690644095335	12.6415701378	17.5695556543	0.029430626498	23.2413057224	31.9372506138	0.0683737654379	0.226495304925	0.202194305174	0	0	0	0	0	0	1.04649567915e-25	3.43189454765e-14	4.46161535298e-17	0	42.609060491	21.7753981458	74.2573550091	0	0.00734055069749	0.0776883796022	1.08935899327	4.54151880095
144	0.132243052972	0.199129170017	0.637281285252	0.845210608383	0.91446181788	0.756779806901	0.918615123946	0	0	0	1	0	0	0	18622974.6848	23828229.6101	28363874.8313	10.5630482453	900.085606001	4104.32841254	0.0354009089141	0.121230142825	0.106589305949	1.88834758896	39.9688568087	265.671052585	3.78889295819e-26	40.4276800241	22.9002772944	251351.835	3440.71741257	247911.117587	494.186354646	0.0556046613475	0.184329356836	0.164816639465	0.366455172271	9.687165155	421.646434438	432.104805423	0	209459.8625	0.0131491198053	209459.849351	688.143482515	208771.705868	98.8372709292	86.4209610847	0	86.3400109531	247911.117587	432.104805423	0	13824.350925	1114.30978167	12710.0411433	174.488481858	0.000561663245936	11.4902796702	16.3542257895	4.73611619774e-26	1.30793218226e-14	1.87831562462e-17	27.8450671229	0	5027.0367	0.000315578875328	5027.03638442	557.154890833	4469.88149359	87.244240929	13.9225335614	0	100540.734	0.0252463100262	100540.708754	12567.59175	624.013477733	11943.5782723	97.7135498405	15.5932375888	0	8939.76298718	27.8450671229	0	4002832.71707	6728.20933997	0	21054867.0087	0	268.319255369	4.65124682855	0	0	0	0	0	0	4067.25569022	283426.5415	29587.276792	3421.713996	52487.2812697	13271.3762545	406079.906357	1171228.61512	404501.531501	318189.715665	671549.558711	315737.807042	645.541132551	230927.769951	16299.5463117	645.541132551	294700.230618	24916.2820905	406725.613613	1200942.23164	405035.655653	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.000561663245936	11.4902796702	16.3542257895	0.0241940362729	21.3247553439	30.0040767939	0.0556046613475	0.184329356836	0.164816639465	0	0	0	0	0	0	3.78889295819e-26	1.24253557315e-14	1.61535143717e-17	0	39.0953847972	20.4573250867	68.6835375763	0	0.00682624288443	0.0714771184491	1.08935899327	4.54151880095
145	0.107470251707	0.1618327013	0.517934012603	0.845210618858	0.914461823763	0.756779822307	0.918615130901	0	0	0	1	0	0	0	18622974.8046	23828229.7905	28363875.4087	8.86610995149	823.245899022	3825.56051058	0.0287864434092	0.0986405627167	0.0868460510643	1.58563518209	36.3719502983	247.337560053	1.37178873594e-26	37.0772632006	21.4881661944	251351.835	3199.78828021	248152.04672	457.164553481	0.0452187440673	0.150004041107	0.134330608416	0.305374693269	8.23773481771	389.199340207	398.072003112	0	209459.8625	0.0106868456448	209459.851813	639.957656043	208819.894157	91.4329106963	79.6144006224	0	79.5484899436	248152.04672	398.072003112	0	13824.350925	1034.13814454	12790.2127805	162.186576041	0.000456754990579	10.4495310343	15.2241038982	1.71473591992e-26	4.73543764576e-15	6.80054106786e-18	25.6740916875	0	5027.0367	0.000256484295475	5027.03644352	517.06907227	4509.96737125	81.0932880207	12.8370458438	0	100540.734	0.020518743638	100540.713481	12567.59175	579.117360943	11988.4743891	90.8244825832	14.377491345	0	9019.93474249	25.6740916875	0	4002623.59679	6247.39087389	0	21061359.3168	0	248.303935083	3.80572953059	0	0	0	0	0	0	4067.25609435	283436.478213	29601.9466593	3421.71450505	52498.2587309	13287.1762437	406079.968405	1171249.2068	404530.762325	318189.788098	671570.184712	315767.068352	645.541132551	230927.769951	16299.5463117	645.541132551	294739.011803	24938.4913068	406725.645697	1200942.34154	405035.752343	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.000456754990579	10.4495310343	15.2241038982	0.0198881901919	19.5626535585	28.1802368116	0.0452187440673	0.150004041107	0.134330608416	0	0	0	0	0	0	1.37178873594e-26	4.49866576347e-15	5.84846531836e-18	0	35.8648648573	19.2137978261	63.5231322932	0	0.00634896155611	0.0657715171137	1.08935899327	4.54151880095
146	0.0873384686543	0.13152192717	0.420937000363	0.845210627371	0.914461828545	0.756779834828	0.918615136554	0	0	0	1	0	0	0	18622974.902	23828229.9371	28363875.8779	7.44027681018	753.026551198	3565.84700181	0.0234072243696	0.0802560626953	0.0707517951764	1.3311626487	33.1141041624	230.284994183	4.96663367589e-27	33.9995623274	20.1587318003	251351.835	2976.19201047	248375.64299	423.083762888	0.0367715727241	0.122063501154	0.109469576535	0.254475063652	7.0051737367	359.249157697	366.777111147	0	209459.8625	0.00868562208294	209459.853814	595.238402094	208864.615412	84.6167525776	73.3554222295	0	73.3017612994	248375.64299	366.777111147	0	13824.350925	959.663334685	12864.6875903	150.708421835	0.000371430027516	9.50788923045	14.1731128561	6.20829209486e-27	1.71449024659e-15	2.46217186342e-18	23.6813735166	0	5027.0367	0.000208454929991	5027.03649155	479.831667342	4547.2048242	75.3542109174	11.8406867583	0	100540.734	0.0166763943992	100540.717324	12567.59175	537.411467424	12030.1802826	84.3967162275	13.2615691693	0	9094.40964841	23.6813735166	0	4002431.84425	5801.33089212	0	21067387.8625	0	229.749568497	3.1139128483	0	0	0	0	0	0	4067.25642299	283445.522184	29615.6043516	3421.71491901	52508.244344	13301.8849271	406080.019055	1171268.08165	404558.198073	318189.847196	671589.087507	315794.528962	645.541132551	230927.769951	16299.5463117	645.541132551	294774.576515	24959.3288299	406725.671785	1200942.43096	405035.83112	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.000371430027516	9.50788923045	14.1731128561	0.0163478479105	17.9431411938	26.4603806653	0.0367715727241	0.122063501154	0.109469576535	0	0	0	0	0	0	4.96663367589e-27	1.62876573426e-15	2.11746780254e-18	0	32.8957588553	18.0411686354	58.7466348591	0	0.00590592443171	0.0605299545758	1.08935899327	4.54151880095
147	0.0709781401398	0.106888376269	0.342104847626	0.84521063429	0.91446183243	0.756779845004	0.918615141148	0	0	0	1	0	0	0	18622974.9811	23828230.0563	28363876.2593	6.24252409496	688.847980856	3323.87515848	0.0190327164473	0.0652947992771	0.0576339087236	1.11729730963	30.1611069663	214.422470761	1.79819599215e-27	31.1731858427	18.9076033263	251351.835	2768.62743404	248583.207566	391.691305462	0.02990150818	0.0993217351716	0.0891988021326	0.21205934692	5.95703311253	331.603741252	337.991255757	0	209459.8625	0.00705912693934	209459.855441	553.725486807	208906.129954	78.3382610924	67.5982511515	0	67.5545667424	248583.207566	337.991255757	0	13824.350925	890.495841266	12933.8550837	140.005949664	0.000302035436162	8.65521269191	13.1956176437	2.24774499019e-27	6.20740262157e-16	8.91442346211e-19	21.8511323711	0	5027.0367	0.000169419046544	5027.03653058	445.247920633	4581.78860995	70.0029748319	10.9255661855	0	100540.734	0.0135535237235	100540.720446	12567.59175	498.677671109	12068.9140789	78.4033318117	12.2366341278	0	9163.5772199	21.8511323711	0	4002256.13849	5387.48612388	0	21072986.1562	0	212.555898641	2.5478566327	0	0	0	0	0	0	4067.25669022	283453.757366	29628.3205999	3421.71525563	52517.3322026	13315.5786706	406080.060402	1171285.38146	404583.944276	318189.895412	671606.410059	315820.295436	645.541132551	230927.769951	16299.5463117	645.541132551	294807.186977	24978.8752045	406725.692998	1200942.50371	405035.895295	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.000302035436162	8.65521269191	13.1956176437	0.0134370696708	16.4551721512	24.8393235871	0.02990150818	0.0993217351716	0.0891988021326	0	0	0	0	0	0	1.79819599215e-27	5.89703249049e-16	7.66640417741e-19	0	30.1678156105	16.9359024457	54.3264330746	0	0.00549457243372	0.0557142275964	1.08935899327	4.54151880095
148	0.0576826542455	0.0868686735808	0.278035889602	0.845210639913	0.914461835588	0.756779853274	0.918615144881	0	0	0	1	0	0	0	18622975.0454	23828230.1532	28363876.5693	5.23660004095	630.182699739	3098.42343809	0.0154753753291	0.0531200850068	0.0469433491283	0.937603636219	27.4825090836	199.665663623	6.51046370079e-28	28.5782869447	17.7305882534	251351.835	2575.8975768	248775.937423	362.75821378	0.0243143060211	0.0808126826722	0.0726731861742	0.176713450705	5.06571925803	306.085731467	311.505964351	0	209459.8625	0.00573719808307	209459.856763	515.179515361	208944.677247	72.551642756	62.3011928702	0	62.2656328352	248775.937423	311.505964351	0	13824.350925	826.270065018	12998.08086	130.032759156	0.000245599050719	7.88249353549	12.2863925653	8.13807962598e-28	2.24742295168e-16	3.22751416513e-19	20.1691316998	0	5027.0367	0.000137692753994	5027.03656231	413.135032509	4613.9015298	65.0163795779	10.0845658499	0	100540.734	0.0110154203195	100540.722985	12567.59175	462.71123641	12104.8805136	72.8183451272	11.2947137519	0	9227.8030596	20.1691316998	0	4002094.70949	5003.50153295	0	21078185.2572	0	196.628425914	2.08469977711	0	0	0	0	0	0	4067.25690751	283461.259265	29640.1611103	3421.71552936	52525.6068206	13328.328406	406080.094152	1171301.23648	404608.100612	318189.93475	671622.283588	315844.468297	645.541132551	230927.769951	16299.5463117	645.541132551	294837.084775	24997.2066909	406725.710247	1200942.5629	405035.947568	502703.67	251351.835	20108.1468	10054.0734	0	91321.5267445	91321.5267445	45660.7633722	51140.0549769	547624.763866	547624.763866	109524.952773	775928.580727	0	0	0	0	0.000245599050719	7.88249353549	12.2863925653	0.0110440273349	15.088474532	23.3120538216	0.0243143060211	0.0808126826722	0.0726731861742	0	0	0	0	0	0	6.51046370079e-28	2.1350518041e-16	2.77566218201e-19	0	27.6622033086	15.8945821511	50.2367234046	0	0.00511255006288	0.0512892777772	1.08935899327	4.54151880095
